"date","value","volume"
"2020-05-20","207","2330"
"2020-05-21","207.04","2333"
"2020-05-22","205","212"
"2020-05-25","202.5","584"
"2020-05-26","200.18","1058"
"2020-05-27","203","246"
"2020-05-28","202","176"
"2020-05-29","199.73","758"
"2020-06-02","202","1813"
"2020-06-03","203","53"
"2020-06-04","202","4656"
"2020-06-08","201","88"
"2020-06-09","200.32","2001"
"2020-06-10","200","470"
"2020-06-11","197.43","777"
"2020-06-12","205.47","12158"
"2020-06-15","196.01","3300"
"2020-06-16","200","186"
"2020-06-17","200","682"
"2020-06-18","195","1629"
"2020-06-19","199","196"
"2020-06-22","199","804"
"2020-06-23","199","400"
"2020-06-25","195.25","6051"
"2020-06-26","194.34","431"
"2020-06-29","200","10406"
"2020-06-30","186.87","707"
"2020-07-01","194.52","1407"
"2020-07-02","198","1800"
"2020-07-03","200","7066"
"2020-07-06","199.14","26328"
"2020-07-07","205.79","41583"
"2020-07-08","207","939"
"2020-07-09","206.45","2244"
"2020-07-10","204.9","5252"
"2020-07-16","205.4","14386"
"2020-07-17","205.9","2866"
"2020-07-20","204.24","29005"
"2020-07-21","205.68","3770"
"2020-07-22","207","3790"
"2020-07-23","207","2956"
"2020-07-24","205.45","13009"
"2020-07-27","207","456"
"2020-07-28","206.2","7288"
"2020-07-29","207","6126"
"2020-07-30","207","167"
"2020-07-31","207","2599"
"2020-08-03","207","1630"
"2020-08-04","202.89","8057"
"2020-08-05","204","1247"
"2020-08-06","200.05","20057"
"2020-08-07","204","1617"
"2020-08-10","204","2079"
"2020-08-11","200","1121"
"2020-08-12","201.05","621"
"2020-08-13","200.23","2778"
"2020-08-14","200","3034"
"2020-08-17","199","11079"
"2020-08-18","199.88","6261"
"2020-08-19","195.02","10148"
"2020-08-20","198","12666"
"2020-08-21","200.01","27476"
"2020-08-24","200","2108"
"2020-08-25","199","1367"
"2020-08-26","200","12710"
"2020-08-27","199.91","5540"
"2020-08-28","198","375"
"2020-08-31","199.42","2343"
"2020-09-01","201.5","15555"
"2020-09-02","200.5","5031"
"2020-09-03","200","2487"
"2020-09-04","199.34","1276"
"2020-09-07","198.79","2423"
"2020-09-08","200.01","2402"
"2020-09-09","205","1493"
"2020-09-10","204.01","1091"
"2020-09-11","208.17","5696"
"2020-09-14","209","550"
"2020-09-15","205","5003"
"2020-09-16","205.09","3296"
"2020-09-17","210","3745"
"2020-09-18","209.99","1587"
"2020-09-21","209","513"
"2020-09-22","210","1318"
"2020-09-23","210","206"
"2020-09-24","210.7","3612"
"2020-09-25","208","1606"
"2020-09-28","210","9657"
"2020-09-29","210","158"
"2020-09-30","209.84","1213"
"2020-10-01","210","1069"
"2020-10-02","210.02","5116"
"2020-10-05","206.45","5057"
"2020-10-06","210","679"
"2020-10-07","209.12","2062"
"2020-10-08","207.41","529"
"2020-10-09","213.83","4823"
"2020-10-12","209","1937"
"2020-10-13","209.97","1215"
"2020-10-14","210","640"
"2020-10-16","213.17","46014"
"2020-10-19","213.47","10310"
"2020-10-20","210.02","320"
"2020-10-21","215","7373"
"2020-10-22","214.44","368"
"2020-10-26","210.27","2010"
"2020-10-27","209.53","1486"
"2020-10-28","203.4","3680"
"2020-10-29","205","28"
"2020-10-30","205","448"
"2020-11-02","205","174"
"2020-11-03","204.18","1747"
"2020-11-04","205.24","1615"
"2020-11-05","205","8692"
"2020-11-06","209.3","55941"
"2020-11-09","204","617"
"2020-11-10","205","262"
"2020-11-11","204.05","2263"
"2020-11-12","205","2789"
"2020-11-13","205","8986"
"2020-11-17","205","47"
"2020-11-18","205","361"
"2020-11-19","205","116"
"2020-11-20","205","1385"
"2020-11-23","205","1171"
"2020-11-24","205","1926"
"2020-11-25","205","4097"
"2020-11-27","205","340"
"2020-11-30","204.66","2019"
"2020-12-01","204.95","486"
"2020-12-02","203.14","7200"
"2020-12-03","203.95","354"
"2020-12-04","205","1154"
"2020-12-07","205","1370"
"2020-12-08","205","3566"
"2020-12-09","205","1568"
"2020-12-10","206.99","1119"
"2020-12-11","205","339"
"2020-12-14","205","2597"
"2020-12-15","204.93","2361"
"2020-12-16","204","2766"
"2020-12-17","204.09","5559"
"2020-12-18","204.07","2221"
"2020-12-21","204.04","10975"
"2020-12-22","204.5","800"
"2020-12-23","204.5","1720"
"2020-12-24","205.24","7047"
"2020-12-25","205","2179"
"2020-12-28","204.13","7219"
"2020-12-30","205","3575"
"2020-12-31","205","14295"
"2021-01-04","205.01","20459"
"2021-01-05","204.61","2553"
"2021-01-06","204.98","2509"
"2021-01-07","204","10795"
"2021-01-08","205","1234"
"2021-01-11","208.36","2451"
"2021-01-12","208.67","1920"
"2021-01-13","204.97","1977"
"2021-01-14","205.01","3650"
"2021-01-15","205","2009"
"2021-01-18","206","1060"
"2021-01-19","206","1331"
"2021-01-20","206.87","140"
"2021-01-21","206.54","4345"
"2021-01-22","200.06","13071"
"2021-01-25","203.02","7247"
"2021-01-26","202.2","5228"
"2021-01-27","203.99","2932"
"2021-01-28","203.5","3773"
"2021-01-29","202.88","11891"
"2021-02-01","204","4991"
"2021-02-02","203.94","6347"
"2021-02-03","204","5733"
"2021-02-04","204","5039"
"2021-02-05","202.79","4353"
"2021-02-08","203.78","23718"
"2021-02-09","203.88","6080"
"2021-02-10","212.35","195479"
"2021-02-11","209.75","14587"
"2021-02-15","203.88","7423"
"2021-02-16","207","3596"
"2021-02-17","206","8832"
"2021-02-18","207.61","117496"
"2021-02-19","209.76","23553"
"2021-02-22","209.09","12600"
"2021-02-23","215","12928"
"2021-02-24","209.38","30639"
"2021-02-25","209.46","71220"
"2021-02-26","216","8591"
"2021-03-01","205.82","53213"
"2021-03-02","206.6","13112"
"2021-03-03","209.26","6408"
"2021-03-04","209.24","17154"
"2021-03-05","206.03","9731"
"2021-03-09","207.51","19007"
"2021-03-10","206.9","33101"
"2021-03-11","208.8","54074"
"2021-03-12","213.07","51894"
"2021-03-15","212.59","30033"
"2021-03-16","208.79","41849"
"2021-03-17","206.38","69604"
"2021-03-18","212.2","6650"
"2021-03-19","212.59","7628"
"2021-03-22","212.4","6656"
"2021-03-23","211.84","10757"
"2021-03-24","211.72","6495"
"2021-03-25","211.81","19534"
"2021-03-26","211.65","4600"
"2021-03-29","208.87","9888"
"2021-03-30","213","13492"
"2021-03-31","212.82","8735"
"2021-04-01","212.21","4401"
"2021-04-02","211.64","58715"
"2021-04-05","215","37306"
"2021-04-06","212.64","9636"
"2021-04-07","212.23","2679"
"2021-04-07","212.23","2679"
"2021-04-08","212","22619"
"2021-04-09","212.12","20202"
"2021-04-12","213.21","7673"
"2021-04-13","213","11458"
"2021-04-14","212.89","4904"
"2021-04-15","214","10914"
"2021-04-16","214.48","14324"
"2021-04-19","212.85","19666"
"2021-04-20","209.89","34817"
"2021-04-21","212.69","4165"
"2021-04-22","211.67","9300"
"2021-04-23","212.18","5675"
"2021-04-26","209.78","25305"
"2021-04-27","209.01","20370"
"2021-04-28","208.28","8959"
"2021-04-29","206.78","25161"
"2021-04-30","207.51","5940"
"2021-05-03","208","11215"
"2021-05-04","208.6","42762"
"2021-05-05","208.08","8368"
"2021-05-06","208.05","18430"
"2021-05-07","208.59","3486"
"2021-05-10","213.2","3394"
"2021-05-11","210.3","43975"
"2021-05-12","209.5","6717"
"2021-05-13","210.33","27450"
"2021-05-14","210.28","4603"
"2021-05-17","213","1271"
"2021-05-18","209.49","30022"
"2021-05-19","214","1506"
"2021-05-20","209.98","33960"
"2021-05-21","209.08","27684"
"2021-05-24","208.13","31141"
"2021-05-25","207","7296"
"2021-05-27","207","5808"
"2021-05-28","206.63","23891"
"2021-05-31","207","12736"
"2021-06-02","209.23","2705"
"2021-06-03","207.03","10546"
"2021-06-04","209.33","1741"
"2021-06-07","211.95","5674"
"2021-06-08","212.01","3355"
"2021-06-10","212.99","2155"
"2021-06-11","212.1","24650"
"2021-06-14","212.88","14141"
"2021-06-15","213.5","2209"
"2021-06-16","213.88","1728"
"2021-06-17","213","1902"
"2021-06-18","214.89","1312"
"2021-06-21","213.19","3136"
"2021-06-22","214.45","10361"
"2021-06-23","215","678"
"2021-06-24","215","11827"
"2021-06-25","220.19","19298"
"2021-06-28","236.21","6044"
"2021-06-29","237.94","7585"
"2021-06-30","238.98","2397"
"2021-07-01","238.07","12725"
"2021-07-02","239","4951"
"2021-07-05","233.37","11983"
"2021-07-06","235","30"
"2021-07-07","235","6060"
"2021-07-08","230","26792"
"2021-07-09","222.43","16804"
"2021-07-19","224.76","15792"
"2021-07-20","227.88","3616"
"2021-07-21","221.93","3673"
"2021-07-22","235.27","24101"
"2021-07-23","233.63","3024"
"2021-07-24","236","2194"
"2021-07-26","238.57","19004"
"2021-07-27","240","12690"
"2021-07-28","240.5","4743"
"2021-07-29","241","4237"
"2021-07-30","245","5957"
"2021-08-02","246.35","7384"
"2021-08-03","245.82","25400"
"2021-08-04","279.15","5801"
"2021-08-05","294.01","26849"
"2021-08-06","288.69","21185"
"2021-08-09","264.99","10897"
"2021-08-10","290.01","6652"
"2021-08-11","283.86","15874"
"2021-08-12","279.84","22194"
"2021-08-13","278.12","13704"
"2021-08-16","276.93","8403"
"2021-08-17","275","9464"
"2021-08-18","267.34","3738"
"2021-08-19","263.57","3813"
"2021-08-20","255.6","5982"
"2021-08-23","255.12","5721"
"2021-08-24","269.41","39820"
"2021-08-25","277.33","10409"
"2021-08-26","288.15","12026"
"2021-08-27","294.16","11546"
"2021-08-30","294.77","14770"
"2021-08-31","300.7","58054"
"2021-09-01","301.12","58040"
"2021-09-02","325.88","48950"
"2021-09-03","325.51","31728"
"2021-09-06","324.21","66516"
"2021-09-07","355.93","25028"
"2021-09-08","363.89","32106"
"2021-09-09","404.83","59454"
"2021-09-10","415.64","52581"
"2021-09-13","409.62","79534"
"2021-09-14","409.99","57791"
"2021-09-15","410.78","23545"
"2021-09-16","408.89","11721"
"2021-09-17","408.6","24662"
"2021-09-20","409.25","8400"
"2021-09-21","410.63","19720"
"2021-09-22","416.55","13686"
"2021-09-23","419.95","10517"
"2021-09-24","420","11223"
"2021-09-27","418.5","21516"
"2021-09-28","415.48","9838"
"2021-09-29","418.19","7387"
"2021-09-30","416.93","24566"
"2021-10-01","417","1605"
"2021-10-04","410","39566"
"2021-10-05","383.8","19134"
"2021-10-06","368.03","11935"
"2021-10-07","381","4867"
"2021-10-08","400.58","5461"
"2021-10-11","390.52","7216"
"2021-10-12","400","24624"
"2021-10-13","393.42","6325"
"2021-10-14","395.53","11854"
"2021-10-15","399","2755"
"2021-10-18","399.75","5769"
"2021-10-19","401.49","12155"
"2021-10-20","401.23","1080"
"2021-10-21","403.11","2849"
"2021-10-22","404.73","7743"
"2021-10-25","402.99","24498"
"2021-10-26","404.15","6611"
"2021-10-27","402.71","9339"
"2021-10-28","402.99","8060"
"2021-10-29","404","2450"
"2021-11-01","403.32","2405"
"2021-11-02","400.12","43088"
"2021-11-03","403.76","11640"
"2021-11-04","403","5782"
"2021-11-08","404","5534"
"2021-11-09","404","1446"
"2021-11-10","402.25","4731"
"2021-11-11","403.92","967"
"2021-11-12","404.5","6312"
"2021-11-15","403.99","18561"
"2021-11-16","403.72","5830"
"2021-11-17","404","16525"
"2021-11-18","402.4","2143"
"2021-11-19","404.09","9721"
"2021-11-22","404.41","6390"
"2021-11-23","403.2","823"
"2021-11-24","402.95","7119"
"2021-11-25","404.9","9229"
"2021-11-29","404.94","10068"
"2021-11-30","404.9","11522"
"2021-12-01","404.94","9377"
"2021-12-02","404.9","3576"
"2021-12-03","404","5973"
"2021-12-06","400.91","6239"
"2021-12-07","402","3141"
"2021-12-08","402.01","18424"
"2021-12-09","404.01","16420"
"2021-12-10","410","4915"
"2021-12-13","414.43","15721"
"2021-12-14","432.67","6795"
"2021-12-15","497.56","3806"
